# Метеостанция Нижний Новгород / Нагорный, Россия, WMO_ID=27562, выборка с 16.06.2017 по 16.06.2018, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru 
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27562&lang=ru
#
"Местное время в Нижнем Новгороде / Нагорном";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.09.2017 15:00";"12.0";"752.8";"764.7";"";"72";"Ветер, дующий с востоко-северо-востока";"3";"5";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"05.09.2017 12:00";"12.2";"752.6";"764.6";"";"70";"Ветер, дующий с востоко-северо-востока";"4";"7";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"05.09.2017 09:00";"11.6";"753.1";"765.1";"";"70";"Ветер, дующий с северо-северо-востока";"2";"4";"5";"";" ";"";"";"9.7";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"05.09.2017 06:00";"9.7";"752.6";"764.7";"";"80";"Ветер, дующий с северо-востока";"3";"5";"6";"";" ";"";"";"9.7";"";"";"";"";"";"";"";"6.4";"Осадков нет";"12";"";"";"";"";
"05.09.2017 03:00";"10.5";"752.4";"764.5";"";"78";"Ветер, дующий с северо-северо-востока";"1";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"05.09.2017 00:00";"11.6";"752.1";"764.1";"";"75";"Ветер, дующий с северо-северо-востока";"1";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"04.09.2017 21:00";"12.9";"751.9";"763.8";"";"73";"Ветер, дующий с северо-северо-востока";"1";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"04.09.2017 18:00";"14.5";"751.8";"763.6";"";"65";"Ветер, дующий с северо-северо-востока";"1";"";"7";"";" ";"";"";"";"16.3";"";"";"";"";"";"";"8.0";"Осадков нет";"12";"";"";"";"";
"04.09.2017 15:00";"15.3";"751.0";"762.9";"";"56";"Ветер, дующий с севера";"2";"5";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"04.09.2017 12:00";"13.8";"750.9";"762.7";"";"59";"Ветер, дующий с севера";"3";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"04.09.2017 09:00";"10.1";"750.4";"762.5";"";"73";"Ветер, дующий с севера";"3";"6";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"04.09.2017 06:00";"7.1";"750.1";"762.3";"";"87";"Ветер, дующий с севера";"3";"5";"6";"";" ";"";"";"7.1";"";"";"";"";"";"";"";"5.0";"Осадков нет";"12";"";"";"";"";
"04.09.2017 03:00";"8.9";"749.7";"761.8";"";"82";"Ветер, дующий с севера";"3";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"04.09.2017 00:00";"10.2";"748.9";"760.9";"";"80";"Ветер, дующий с севера";"2";"4";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"03.09.2017 21:00";"11.4";"748.6";"760.5";"";"78";"Ветер, дующий с севера";"3";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"03.09.2017 18:00";"13.9";"747.8";"759.6";"";"74";"Ветер, дующий с севера";"4";"8";"9";"";" ";"";"";"";"16.3";"";"";"";"";"";"";"9.4";"12.0";"12";"";"";"";"";
"03.09.2017 15:00";"16.3";"746.4";"758.0";"";"74";"Ветер, дующий с северо-северо-востока";"3";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"03.09.2017 12:00";"13.1";"746.2";"757.9";"";"92";"Ветер, дующий с севера";"3";"7";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"03.09.2017 09:00";"13.9";"746.2";"757.9";"";"92";"Ветер, дующий с северо-востока";"2";"7";"8";"";" ";"";"";"13.9";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"03.09.2017 06:00";"14.5";"745.6";"757.3";"";"91";"Ветер, дующий с северо-северо-востока";"2";"5";"6";"";" ";"";"";"14.5";"";"";"";"";"";"";"";"13.1";"0.8";"12";"";"";"";"";
"03.09.2017 03:00";"16.1";"745.2";"756.9";"";"81";"Ветер, дующий с северо-северо-востока";"2";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"03.09.2017 00:00";"17.9";"745.3";"757.0";"";"76";"Ветер, дующий с северо-востока";"2";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"02.09.2017 21:00";"19.9";"745.5";"757.0";"";"67";"Ветер, дующий с северо-востока";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"02.09.2017 18:00";"22.3";"745.4";"756.8";"";"55";"Ветер, дующий с северо-востока";"2";"5";"6";"";" ";"";"";"";"24.9";"";"";"";"";"";"";"12.9";"Осадков нет";"12";"";"";"";"";
"02.09.2017 15:00";"24.8";"745.9";"757.3";"";"47";"Ветер, дующий с северо-востока";"3";"5";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"02.09.2017 12:00";"23.2";"746.5";"757.9";"";"49";"Ветер, дующий с северо-востока";"3";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"02.09.2017 09:00";"17.1";"748.0";"759.7";"";"70";"Ветер, дующий с северо-востока";"2";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"02.09.2017 06:00";"12.3";"748.4";"760.3";"";"88";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"12.0";"";"";"";"";"";"";"";"10.4";"Осадков нет";"12";"";"";"";"";
"02.09.2017 03:00";"13.5";"749.2";"761.0";"";"87";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"02.09.2017 00:00";"14.6";"749.8";"761.5";"";"82";"Ветер, дующий с востока";"2";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"01.09.2017 21:00";"16.9";"750.2";"762.0";"";"72";"Ветер, дующий с востоко-юго-востока";"2";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"01.09.2017 18:00";"19.9";"750.5";"762.1";"";"56";"Ветер, дующий с востока";"1";"2";"3";"";" ";"";"";"";"21.2";"";"";"";"";"";"";"10.8";"Осадков нет";"12";"";"";"";"";
"01.09.2017 15:00";"21.0";"751.8";"763.3";"";"51";"Ветер, дующий с востоко-юго-востока";"1";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"01.09.2017 12:00";"20.2";"753.1";"764.8";"";"53";"Ветер, дующий с северо-востока";"1";"";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"01.09.2017 09:00";"13.9";"754.2";"766.1";"";"84";"Ветер, дующий с юго-востока";"1";"2";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"01.09.2017 06:00";"11.3";"754.0";"766.0";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"9.7";"";"";"";"";"";"";"";"9.9";"Осадков нет";"12";"";"";"";"";
"01.09.2017 03:00";"13.2";"754.2";"766.1";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"01.09.2017 00:00";"12.3";"753.7";"765.7";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"31.08.2017 21:00";"14.8";"753.8";"765.7";"";"72";"Ветер, дующий с северо-запада";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"31.08.2017 18:00";"18.4";"753.4";"765.1";"";"59";"Ветер, дующий с запада";"2";"3";"5";"";" ";"";"";"";"21.0";"";"";"";"";"";"";"10.1";"Осадков нет";"12";"";"";"";"";
"31.08.2017 15:00";"20.3";"753.6";"765.2";"";"51";"Ветер, дующий с западо-юго-запада";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"31.08.2017 12:00";"19.0";"754.2";"765.9";"";"56";"Ветер, дующий с западо-северо-запада";"1";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"31.08.2017 09:00";"14.0";"754.5";"766.4";"";"69";"Ветер, дующий с северо-северо-востока";"1";"";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"31.08.2017 06:00";"9.9";"753.9";"766.0";"";"84";"Ветер, дующий с севера";"2";"4";"5";"";" ";"";"";"9.6";"";"";"";"";"";"";"";"7.3";"Осадков нет";"12";"";"";"";"";
"31.08.2017 03:00";"10.7";"753.1";"765.1";"";"84";"Ветер, дующий с севера";"2";"3";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"31.08.2017 00:00";"12.8";"752.8";"764.7";"";"75";"Ветер, дующий с севера";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"30.08.2017 21:00";"15.1";"752.4";"764.2";"";"68";"Ветер, дующий с севера";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"30.08.2017 18:00";"16.0";"751.8";"763.6";"";"69";"Ветер, дующий с севера";"1";"";"4";"";" ";"";"";"";"17.8";"";"";"";"";"";"";"10.2";"Осадков нет";"12";"";"";"";"";
"30.08.2017 15:00";"17.4";"751.4";"763.1";"";"59";"Ветер, дующий с востоко-северо-востока";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"30.08.2017 12:00";"16.0";"751.2";"763.0";"";"63";"Ветер, дующий с северо-северо-востока";"2";"4";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"30.08.2017 09:00";"11.6";"751.2";"763.2";"";"79";"Ветер, дующий с севера";"3";"7";"7";"";" ";"";"";"8.9";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"30.08.2017 06:00";"9.3";"750.1";"762.1";"";"88";"Ветер, дующий с севера";"3";"7";"8";"";" ";"";"";"9.5";"";"";"";"";"";"";"";"7.4";"Осадков нет";"12";"";"";"";"";
"30.08.2017 03:00";"11.0";"749.2";"761.1";"";"87";"Ветер, дующий с севера";"4";"7";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"30.08.2017 00:00";"11.0";"748.7";"760.6";"";"84";"Ветер, дующий с севера";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"29.08.2017 21:00";"10.6";"748.0";"760.0";"";"84";"Ветер, дующий с севера";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"29.08.2017 18:00";"10.9";"747.2";"759.1";"";"86";"Ветер, дующий с севера";"2";"6";"7";"";" ";"";"";"";"12.1";"";"";"";"";"";"";"8.6";"11.0";"12";"";"";"";"";
"29.08.2017 15:00";"11.7";"746.4";"758.2";"";"87";"Ветер, дующий с северо-северо-востока";"2";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"29.08.2017 12:00";"11.2";"745.6";"757.5";"";"91";"Ветер, дующий с северо-северо-востока";"2";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"9.8";"";"";"";"";"";"";
"29.08.2017 09:00";"10.7";"745.2";"757.1";"";"91";"Ветер, дующий с северо-северо-востока";"2";"5";"6";"";" ";"";"";"10.6";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"29.08.2017 06:00";"10.7";"745.0";"757.0";"";"91";"Ветер, дующий с северо-востока";"3";"6";"7";"";" ";"";"";"10.7";"";"";"";"";"";"";"";"9.3";"2.0";"12";"";"";"";"";
"29.08.2017 03:00";"10.9";"745.0";"756.8";"";"89";"Ветер, дующий с востоко-северо-востока";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"29.08.2017 00:00";"11.1";"745.7";"757.6";"";"91";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"28.08.2017 21:00";"11.6";"745.7";"757.6";"";"91";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"28.08.2017 18:00";"12.5";"745.6";"757.4";"";"84";"Ветер, дующий с востоко-северо-востока";"1";"2";"2";"";" ";"";"";"";"13.4";"";"";"";"";"";"";"9.8";"Осадков нет";"12";"";"";"";"";
"28.08.2017 15:00";"12.6";"746.2";"758.1";"";"77";"Ветер, дующий с юго-запада";"1";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"28.08.2017 12:00";"12.8";"746.5";"758.3";"";"75";"Ветер, дующий с западо-юго-запада";"3";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"28.08.2017 09:00";"12.5";"746.2";"757.9";"";"77";"Ветер, дующий с западо-юго-запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"28.08.2017 06:00";"9.4";"745.9";"757.9";"";"87";"Ветер, дующий с запада";"2";"3";"5";"";" ";"";"";"8.9";"";"";"";"";"";"";"";"7.3";"Осадков нет";"12";"";"";"";"";
"28.08.2017 03:00";"10.7";"745.9";"757.9";"";"79";"Ветер, дующий с запада";"2";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"28.08.2017 00:00";"12.3";"745.8";"757.6";"";"68";"Ветер, дующий с запада";"2";"5";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"27.08.2017 21:00";"14.5";"745.7";"757.5";"";"57";"Ветер, дующий с запада";"3";"6";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"27.08.2017 18:00";"16.1";"745.5";"757.2";"";"52";"Ветер, дующий с запада";"4";"8";"10";"";" ";"";"";"";"19.1";"";"";"";"";"";"";"6.2";"Осадков нет";"12";"";"";"";"";
"27.08.2017 15:00";"17.6";"745.6";"757.2";"";"50";"Ветер, дующий с запада";"5";"8";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"27.08.2017 12:00";"18.4";"745.9";"757.6";"";"44";"Ветер, дующий с западо-юго-запада";"7";"11";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"27.08.2017 09:00";"15.4";"746.0";"757.7";"";"66";"Ветер, дующий с западо-северо-запада";"4";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"27.08.2017 06:00";"12.8";"745.5";"757.3";"";"90";"Ветер, дующий с западо-северо-запада";"4";"7";"7";"";" ";"";"";"12.7";"";"";"";"";"";"";"";"11.1";"Осадков нет";"12";"";"";"";"";
"27.08.2017 03:00";"13.1";"744.9";"756.7";"";"88";"Ветер, дующий с запада";"2";"3";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"11.1";"";"";"";"";"";"";
"27.08.2017 00:00";"13.1";"744.9";"756.7";"";"85";"Ветер, дующий с запада";"4";"5";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"26.08.2017 21:00";"13.4";"745.8";"757.6";"";"78";"Ветер, дующий с юго-юго-запада";"4";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"26.08.2017 18:00";"18.0";"746.5";"758.1";"";"53";"Ветер, дующий с юго-юго-запада";"3";"5";"9";"";" ";"";"";"";"20.3";"";"";"";"";"";"";"8.2";"0.3";"12";"";"";"";"";
"26.08.2017 15:00";"19.5";"747.3";"758.9";"";"51";"Ветер, дующий с юго-запада";"4";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"26.08.2017 12:00";"17.0";"748.3";"760.0";"";"52";"Ветер, дующий с запада";"5";"8";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"26.08.2017 09:00";"15.8";"748.9";"760.7";"";"80";"Ветер, дующий с юго-запада";"4";"7";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"26.08.2017 06:00";"13.4";"748.9";"760.8";"";"93";"Ветер, дующий с юго-запада";"2";"3";"5";"";" ";"";"";"12.7";"";"";"";"";"";"";"";"12.3";"Осадков нет";"12";"";"";"";"";
"26.08.2017 03:00";"13.1";"748.8";"760.6";"";"93";"Ветер, дующий с западо-юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"26.08.2017 00:00";"13.7";"748.9";"760.6";"";"89";"Ветер, дующий с западо-юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"25.08.2017 21:00";"13.5";"748.6";"760.5";"";"88";"Ветер, дующий с западо-юго-запада";"3";"4";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"25.08.2017 18:00";"14.0";"747.7";"759.5";"";"86";"Ветер, дующий с юго-запада";"4";"6";"13";"";" ";"";"";"";"17.8";"";"";"";"";"";"";"11.6";"Осадков нет";"12";"";"";"";"";
"25.08.2017 15:00";"15.9";"747.3";"759.0";"";"68";"Ветер, дующий с юго-запада";"6";"13";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"25.08.2017 12:00";"16.9";"747.3";"759.0";"";"61";"Ветер, дующий с юго-юго-запада";"4";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"25.08.2017 09:00";"15.5";"747.4";"759.1";"";"72";"Ветер, дующий с юго-юго-запада";"4";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"25.08.2017 06:00";"12.9";"747.4";"759.3";"";"82";"Ветер, дующий с юга";"2";"4";"4";"";" ";"";"";"11.9";"";"";"";"";"";"";"";"9.8";"Осадков нет";"12";"";"";"";"";
"25.08.2017 03:00";"12.4";"747.7";"759.6";"";"82";"Ветер, дующий с юго-юго-запада";"2";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"25.08.2017 00:00";"13.9";"748.0";"759.7";"";"76";"Ветер, дующий с юго-юго-востока";"1";"2";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"24.08.2017 21:00";"16.5";"748.0";"759.7";"";"67";"Ветер, дующий с юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"24.08.2017 18:00";"20.5";"747.4";"759.0";"";"54";"Ветер, дующий с юго-запада";"3";"5";"10";"";" ";"";"";"";"23.7";"";"";"";"";"";"";"10.9";"Осадков нет";"12";"";"";"";"";
"24.08.2017 12:00";"21.3";"746.8";"758.3";"";"65";"Ветер, дующий с юга";"5";"8";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"24.08.2017 09:00";"20.5";"745.9";"757.4";"";"51";"Ветер, дующий с юга";"3";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"24.08.2017 06:00";"19.4";"746.3";"757.9";"";"64";"Ветер, дующий с востоко-северо-востока";"2";"";"7";"";" ";"";"";"18.6";"";"";"";"";"";"";"";"12.4";"Осадков нет";"12";"";"";"";"";
"24.08.2017 03:00";"21.5";"746.5";"758.0";"";"43";"Ветер, дующий с юго-запада";"3";"5";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"24.08.2017 00:00";"23.8";"746.2";"757.6";"";"41";"Ветер, дующий с юго-востока";"4";"";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"23.08.2017 21:00";"25.2";"747.6";"758.9";"";"37";"Ветер, дующий с юго-юго-востока";"5";"7";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"23.08.2017 15:00";"30.3";"748.3";"759.5";"";"24";"Ветер, дующий с юго-юго-востока";"5";"11";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"23.08.2017 12:00";"28.8";"749.0";"760.3";"";"33";"Ветер, дующий с юго-востока";"5";"8";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"23.08.2017 09:00";"22.8";"749.2";"760.6";"";"55";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"23.08.2017 06:00";"17.0";"749.7";"761.4";"";"79";"Ветер, дующий с востока";"3";"4";"";"";" ";"";"";"16.8";"";"";"";"";"";"";"";"13.4";"Осадков нет";"12";"";"";"";"";
"23.08.2017 03:00";"17.8";"750.2";"761.9";"";"80";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"23.08.2017 00:00";"20.2";"750.9";"762.4";"";"74";"Ветер, дующий с востока";"3";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"22.08.2017 21:00";"22.3";"751.4";"762.9";"";"68";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"22.08.2017 18:00";"26.0";"751.6";"763.0";"";"51";"Ветер, дующий с востоко-юго-востока";"3";"5";"7";"";" ";"";"";"";"28.0";"";"";"";"";"";"";"15.1";"0.3";"12";"";"";"";"";
"22.08.2017 15:00";"27.9";"752.8";"764.2";"";"36";"Ветер, дующий с юго-востока";"4";"6";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"22.08.2017 12:00";"27.1";"753.7";"765.1";"";"34";"Ветер, дующий с юго-востока";"5";"8";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"22.08.2017 09:00";"21.7";"754.3";"765.9";"";"67";"Ветер, дующий с востоко-юго-востока";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"22.08.2017 06:00";"16.5";"754.4";"766.2";"";"78";"Ветер, дующий с востоко-северо-востока";"1";"2";"3";"";" ";"";"";"15.6";"";"";"";"";"";"";"";"12.6";"Осадков нет";"12";"";"";"";"";
"22.08.2017 03:00";"17.3";"754.2";"766.0";"";"74";"Ветер, дующий с востока";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"22.08.2017 00:00";"18.1";"754.2";"766.0";"";"74";"Ветер, дующий с запада";"1";"1";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"21.08.2017 21:00";"21.8";"754.1";"765.7";"";"58";"Ветер, дующий с юга";"2";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"21.08.2017 18:00";"25.7";"753.8";"765.2";"";"49";"Ветер, дующий с востоко-юго-востока";"2";"3";"5";"";" ";"";"";"";"28.7";"";"";"";"";"";"";"14.1";"Осадков нет";"12";"";"";"";"";
"21.08.2017 15:00";"28.6";"754.6";"766.0";"";"38";"Ветер, дующий с юга";"2";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"21.08.2017 12:00";"27.5";"755.4";"766.8";"";"48";"Ветер, дующий с юго-юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"21.08.2017 09:00";"23.3";"755.7";"767.2";"";"57";"Ветер, дующий с юго-запада";"2";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"21.08.2017 06:00";"17.0";"755.5";"767.3";"";"77";"Ветер, дующий с юго-запада";"2";"3";"4";"";" ";"";"";"16.7";"";"";"";"";"";"";"";"12.9";"Осадков нет";"12";"";"";"";"";
"21.08.2017 03:00";"17.6";"755.5";"767.2";"";"75";"Ветер, дующий с западо-юго-запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"21.08.2017 00:00";"19.7";"755.2";"766.9";"";"69";"Ветер, дующий с запада";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"20.08.2017 21:00";"21.4";"755.2";"766.9";"";"65";"Ветер, дующий с западо-юго-запада";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"20.08.2017 15:00";"28.3";"755.6";"766.9";"";"39";"Ветер, дующий с юго-запада";"4";"7";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"20.08.2017 09:00";"22.9";"756.0";"767.5";"";"57";"Ветер, дующий с западо-юго-запада";"3";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"20.08.2017 06:00";"16.7";"756.0";"767.8";"";"73";"Ветер, дующий с запада";"3";"4";"6";"";" ";"";"";"15.7";"";"";"";"";"";"";"";"11.9";"Осадков нет";"12";"";"";"";"";
"20.08.2017 03:00";"16.7";"756.2";"768.1";"";"74";"Ветер, дующий с запада";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"20.08.2017 00:00";"19.4";"755.8";"767.5";"";"62";"Ветер, дующий с западо-юго-запада";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"19.08.2017 21:00";"20.5";"755.7";"767.3";"";"64";"Ветер, дующий с западо-юго-запада";"3";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"19.08.2017 18:00";"25.0";"755.5";"767.0";"";"50";"Ветер, дующий с юго-юго-запада";"3";"4";"5";"";" ";"";"";"";"27.2";"";"";"";"";"";"";"13.8";"Осадков нет";"12";"";"";"";"";
"19.08.2017 15:00";"26.5";"756.1";"767.5";"";"41";"Ветер, дующий с запада";"2";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
